query_id,rep,e2e_ms
test-international-ghwcitca-pro02a,2,618.9524
test-international-ghwcitca-pro01a,0,599.2269
test-international-ghwcitca-pro01a,1,508.3196
test-international-ghwcitca-pro01a,2,593.7773
test-international-ghwcitca-pro03a,0,578.6793
test-international-ghwcitca-pro03a,1,537.2606
test-international-ghwcitca-pro03a,2,583.0922
test-international-ghwcitca-pro04a,0,549.6780
test-international-ghwcitca-pro04a,1,497.7015
test-international-ghwcitca-pro04a,2,592.2070
test-international-ghwcitca-con02a,0,601.9824
test-international-ghwcitca-con02a,1,519.3758
test-international-ghwcitca-con02a,2,584.5332
test-international-ghwcitca-con03a,0,693.3003
test-international-ghwcitca-con03a,1,488.6673
test-international-ghwcitca-con03a,2,585.6761
test-international-ghwcitca-con01a,0,602.7042
test-international-ghwcitca-con01a,1,574.2613
test-international-ghwcitca-con01a,2,599.5552
test-international-gmehwasr-pro02a,0,583.7206
test-international-gmehwasr-pro02a,1,533.9667
test-international-gmehwasr-pro02a,2,599.4487
test-international-gmehwasr-pro05a,0,582.8544
test-international-gmehwasr-pro05a,1,546.1117
test-international-gmehwasr-pro05a,2,596.1762
test-international-gmehwasr-pro01a,0,607.7301
test-international-gmehwasr-pro01a,1,472.6602
test-international-gmehwasr-pro01a,2,549.2598
test-international-gmehwasr-pro03a,0,591.3188
test-international-gmehwasr-pro03a,1,485.0548
test-international-gmehwasr-pro03a,2,542.8092
test-international-gmehwasr-pro04a,0,593.5935
test-international-gmehwasr-pro04a,1,482.3172
test-international-gmehwasr-pro04a,2,549.7701
test-international-gmehwasr-con02a,0,573.5170
test-international-gmehwasr-con02a,1,475.2910
test-international-gmehwasr-con02a,2,538.6606
test-international-gmehwasr-con05a,0,590.0590
test-international-gmehwasr-con05a,1,478.9384
test-international-gmehwasr-con05a,2,619.6861
test-international-gmehwasr-con04a,0,567.2647
test-international-gmehwasr-con04a,1,501.7109
test-international-gmehwasr-con04a,2,545.3501
test-international-gmehwasr-con03a,0,573.5480
test-international-gmehwasr-con03a,1,491.1102
test-international-gmehwasr-con03a,2,583.8060
test-international-gmehwasr-con01a,0,565.8226
test-international-gmehwasr-con01a,1,501.8822
test-international-gmehwasr-con01a,2,554.3618
test-international-aghbfcpspr-pro02a,0,717.0172
test-international-aghbfcpspr-pro02a,1,466.1713
test-international-aghbfcpspr-pro02a,2,532.8762
test-international-aghbfcpspr-pro05a,0,569.9649
test-international-aghbfcpspr-pro05a,1,507.7148
test-international-aghbfcpspr-pro05a,2,530.0138
test-international-aghbfcpspr-pro01a,0,723.1143
test-international-aghbfcpspr-pro01a,1,530.2999
test-international-aghbfcpspr-pro01a,2,658.3934
test-international-aghbfcpspr-pro03a,0,561.2343
test-international-aghbfcpspr-pro03a,1,633.6461
test-international-aghbfcpspr-pro03a,2,530.5187
test-international-aghbfcpspr-pro04a,0,536.0145
test-international-aghbfcpspr-pro04a,1,538.0496
test-international-aghbfcpspr-pro04a,2,518.8310
test-international-aghbfcpspr-con02a,0,566.3570
test-international-aghbfcpspr-con02a,1,449.3961
test-international-aghbfcpspr-con02a,2,523.0556
test-international-aghbfcpspr-con04a,0,551.0554
test-international-aghbfcpspr-con04a,1,507.6111
test-international-aghbfcpspr-con04a,2,499.1480
test-international-aghbfcpspr-con03a,0,619.9184
test-international-aghbfcpspr-con03a,1,493.7447
test-international-aghbfcpspr-con03a,2,543.4783
test-international-aghbfcpspr-con01a,0,566.5373
test-international-aghbfcpspr-con01a,1,469.0092
test-international-aghbfcpspr-con01a,2,547.0386
test-international-gpsmhbsosb-pro02a,0,532.7477
test-international-gpsmhbsosb-pro02a,1,462.3617
test-international-gpsmhbsosb-pro02a,2,557.6934
test-international-gpsmhbsosb-pro01a,0,602.4716
test-international-gpsmhbsosb-pro01a,1,465.6429
test-international-gpsmhbsosb-pro01a,2,542.9368
test-international-gpsmhbsosb-pro03a,0,589.4230
test-international-gpsmhbsosb-pro03a,1,468.2409
test-international-gpsmhbsosb-pro03a,2,532.9476
test-international-gpsmhbsosb-con02a,0,619.6656
test-international-gpsmhbsosb-con02a,1,459.8838
test-international-gpsmhbsosb-con02a,2,534.4835
test-international-gpsmhbsosb-con03a,0,639.2234
test-international-gpsmhbsosb-con03a,1,450.7744
test-international-gpsmhbsosb-con03a,2,512.6456
test-international-gpsmhbsosb-con01a,0,639.0739
test-international-gpsmhbsosb-con01a,1,503.5112
test-international-gpsmhbsosb-con01a,2,569.8788
test-international-apwhbaucmip-pro02a,0,587.8838
test-international-apwhbaucmip-pro02a,1,519.6531
test-international-apwhbaucmip-pro02a,2,533.5942
test-international-apwhbaucmip-pro01a,0,660.5897
test-international-apwhbaucmip-pro01a,1,566.7317
test-international-apwhbaucmip-pro01a,2,538.6869
test-international-apwhbaucmip-pro03a,0,581.8591
test-international-apwhbaucmip-pro03a,1,465.0458
test-international-apwhbaucmip-pro03a,2,569.3906
test-international-apwhbaucmip-pro04a,0,615.7634
test-international-apwhbaucmip-pro04a,1,461.8716
test-international-apwhbaucmip-pro04a,2,553.5525
test-international-apwhbaucmip-con02a,0,619.5280
test-international-apwhbaucmip-con02a,1,490.8415
test-international-apwhbaucmip-con02a,2,533.0530
test-international-apwhbaucmip-con04a,0,588.7818
test-international-apwhbaucmip-con04a,1,551.7849
test-international-apwhbaucmip-con04a,2,539.2349
test-international-apwhbaucmip-con03a,0,570.2201
test-international-apwhbaucmip-con03a,1,575.7754
test-international-apwhbaucmip-con03a,2,566.0406
test-international-apwhbaucmip-con01a,0,594.7315
test-international-apwhbaucmip-con01a,1,483.3996
test-international-apwhbaucmip-con01a,2,536.1003
test-international-iighbopcc-pro02a,0,800.5004
test-international-iighbopcc-pro02a,1,464.4650
test-international-iighbopcc-pro02a,2,535.2766
test-international-iighbopcc-pro01a,0,599.1524
test-international-iighbopcc-pro01a,1,484.9960
test-international-iighbopcc-pro01a,2,534.1532
test-international-iighbopcc-pro03a,0,582.2241
test-international-iighbopcc-pro03a,1,471.9312
test-international-iighbopcc-pro03a,2,529.6633
test-international-iighbopcc-con02a,0,553.3686
test-international-iighbopcc-con02a,1,468.8714
test-international-iighbopcc-con02a,2,561.8264
test-international-iighbopcc-con03a,0,580.3497
test-international-iighbopcc-con03a,1,508.0904
test-international-iighbopcc-con03a,2,540.9324
test-international-iighbopcc-con01a,0,533.8875
test-international-iighbopcc-con01a,1,478.7498
test-international-iighbopcc-con01a,2,519.0543
test-international-bldimehbn-pro02a,0,576.0432
test-international-bldimehbn-pro02a,1,509.9869
test-international-bldimehbn-pro02a,2,530.3825
test-international-bldimehbn-pro01a,0,601.0595
test-international-bldimehbn-pro01a,1,490.7498
test-international-bldimehbn-pro01a,2,543.5862
test-international-bldimehbn-pro03a,0,588.2153
test-international-bldimehbn-pro03a,1,489.8927
test-international-bldimehbn-pro03a,2,572.2614
test-international-bldimehbn-con02a,0,605.3736
test-international-bldimehbn-con02a,1,509.9274
test-international-bldimehbn-con02a,2,492.3686
test-international-bldimehbn-con03a,0,559.5912
test-international-bldimehbn-con03a,1,500.7535
test-international-bldimehbn-con03a,2,518.9639
test-international-bldimehbn-con01a,0,556.1186
test-international-bldimehbn-con01a,1,462.4200
test-international-bldimehbn-con01a,2,535.7494
test-international-amehbuaisji-pro02a,0,561.4130
test-international-amehbuaisji-pro02a,1,516.6598
test-international-amehbuaisji-pro02a,2,498.4103
test-international-amehbuaisji-pro01a,0,583.1566
test-international-amehbuaisji-pro01a,1,521.5287
test-international-amehbuaisji-pro01a,2,478.7344
test-international-amehbuaisji-pro03a,0,550.5066
test-international-amehbuaisji-pro03a,1,553.2011
test-international-amehbuaisji-pro03a,2,492.1507
test-international-amehbuaisji-con02a,0,543.1142
test-international-amehbuaisji-con02a,1,718.2876
test-international-amehbuaisji-con02a,2,542.5027
test-international-amehbuaisji-con04a,0,1309.0852
test-international-amehbuaisji-con04a,1,466.5330
test-international-amehbuaisji-con04a,2,554.8416
test-international-amehbuaisji-con03a,0,1574.7643
test-international-amehbuaisji-con03a,1,483.1584
test-international-amehbuaisji-con03a,2,665.8169
test-international-amehbuaisji-con01a,0,560.7222
test-international-amehbuaisji-con01a,1,516.5165
test-international-amehbuaisji-con01a,2,487.9227
test-international-gpdwhwcusa-pro02a,0,577.5187
test-international-gpdwhwcusa-pro02a,1,489.5146
test-international-gpdwhwcusa-pro02a,2,507.5490
test-international-gpdwhwcusa-pro01a,0,1581.1816
test-international-gpdwhwcusa-pro01a,1,517.7847
test-international-gpdwhwcusa-pro01a,2,480.3697
test-international-gpdwhwcusa-pro03a,0,540.8849
test-international-gpdwhwcusa-pro03a,1,513.4586
test-international-gpdwhwcusa-pro03a,2,502.2221
test-international-gpdwhwcusa-con02a,0,507.4378
test-international-gpdwhwcusa-con02a,1,474.0874
test-international-gpdwhwcusa-con02a,2,529.4655
test-international-gpdwhwcusa-con05a,0,1655.5072
test-international-gpdwhwcusa-con05a,1,475.3111
test-international-gpdwhwcusa-con05a,2,504.6511
test-international-gpdwhwcusa-con04a,0,496.6468
test-international-gpdwhwcusa-con04a,1,484.1140
test-international-gpdwhwcusa-con04a,2,515.5444
test-international-gpdwhwcusa-con03a,0,752.9078
test-international-gpdwhwcusa-con03a,1,514.3475
test-international-gpdwhwcusa-con03a,2,518.6878
test-international-gpdwhwcusa-con01a,0,546.0552
test-international-gpdwhwcusa-con01a,1,494.0962
test-international-gpdwhwcusa-con01a,2,495.7434
test-international-ghbunhf-pro02a,0,535.6433
test-international-ghbunhf-pro02a,1,482.0715
test-international-ghbunhf-pro02a,2,518.7926
test-international-ghbunhf-pro05a,0,515.2571
test-international-ghbunhf-pro05a,1,473.6035
test-international-ghbunhf-pro05a,2,510.6094
test-international-ghbunhf-pro01a,0,482.1244
test-international-ghbunhf-pro01a,1,484.6602
test-international-ghbunhf-pro01a,2,512.5070
test-international-ghbunhf-pro03a,0,472.2420
test-international-ghbunhf-pro03a,1,500.8763
test-international-ghbunhf-pro03a,2,469.1456
test-international-ghbunhf-pro04a,0,499.6698
test-international-ghbunhf-pro04a,1,483.5905
test-international-ghbunhf-pro04a,2,524.8550
test-international-ghbunhf-con02a,0,535.4087
test-international-ghbunhf-con02a,1,497.5801
test-international-ghbunhf-con02a,2,481.7641
test-international-ghbunhf-con05a,0,514.4337
test-international-ghbunhf-con05a,1,468.0329
test-international-ghbunhf-con05a,2,487.1970
test-international-ghbunhf-con04a,0,485.6850
test-international-ghbunhf-con04a,1,464.3551
test-international-ghbunhf-con04a,2,443.8044
test-international-ghbunhf-con03a,0,496.9231
test-international-ghbunhf-con03a,1,509.4011
test-international-ghbunhf-con03a,2,536.0350
test-international-ghbunhf-con01a,0,546.9278
test-international-ghbunhf-con01a,1,545.6041
test-international-ghbunhf-con01a,2,482.7584
test-international-aghwrem-pro02a,0,496.6499
test-international-aghwrem-pro02a,1,536.8207
test-international-aghwrem-pro02a,2,466.0341
test-international-aghwrem-pro05a,0,492.5124
test-international-aghwrem-pro05a,1,465.3939
test-international-aghwrem-pro05a,2,486.4111
test-international-aghwrem-pro01a,0,512.8840
test-international-aghwrem-pro01a,1,521.8647
test-international-aghwrem-pro01a,2,465.5375
test-international-aghwrem-pro03a,0,540.6690
test-international-aghwrem-pro03a,1,488.0815
test-international-aghwrem-pro03a,2,475.4058
test-international-aghwrem-pro04a,0,489.8287
test-international-aghwrem-pro04a,1,483.4541
test-international-aghwrem-pro04a,2,473.4903
test-international-aghwrem-con02a,0,484.2124
test-international-aghwrem-con02a,1,497.8544
test-international-aghwrem-con02a,2,467.0161
test-international-aghwrem-con04a,0,510.4198
test-international-aghwrem-con04a,1,458.8637
test-international-aghwrem-con04a,2,473.0552
test-international-aghwrem-con03a,0,486.0958
test-international-aghwrem-con03a,1,538.1780
test-international-aghwrem-con03a,2,493.4221
test-international-aghwrem-con01a,0,495.7887
test-international-aghwrem-con01a,1,489.8736
test-international-aghwrem-con01a,2,506.2881
test-international-bmaggiahbl-pro02a,0,518.3026
test-international-bmaggiahbl-pro02a,1,485.2162
test-international-bmaggiahbl-pro02a,2,466.8763
test-international-bmaggiahbl-pro01a,0,506.8727
test-international-bmaggiahbl-pro01a,1,476.1793
test-international-bmaggiahbl-pro01a,2,459.9316
test-international-bmaggiahbl-pro03a,0,791.0926
test-international-bmaggiahbl-pro03a,1,449.1342
test-international-bmaggiahbl-pro03a,2,656.1947
test-international-bmaggiahbl-con02a,0,525.5861
test-international-bmaggiahbl-con02a,1,461.4073
test-international-bmaggiahbl-con02a,2,498.5106
test-international-bmaggiahbl-con03a,0,483.8268
test-international-bmaggiahbl-con03a,1,471.3133
test-international-bmaggiahbl-con03a,2,493.0242
test-international-bmaggiahbl-con01a,0,523.1784
test-international-bmaggiahbl-con01a,1,472.1056
test-international-bmaggiahbl-con01a,2,475.2784
test-international-appghblsba-pro02a,0,530.6659
test-international-appghblsba-pro02a,1,505.9502
test-international-appghblsba-pro02a,2,481.5223
test-international-appghblsba-pro01a,0,2244.0136
test-international-appghblsba-pro01a,1,464.9570
test-international-appghblsba-pro01a,2,488.5301
test-international-appghblsba-pro03a,0,883.7303
test-international-appghblsba-pro03a,1,453.4000
test-international-appghblsba-pro03a,2,491.2527
test-international-appghblsba-pro04a,0,572.7226
test-international-appghblsba-pro04a,1,490.1988
test-international-appghblsba-pro04a,2,463.8244
test-international-appghblsba-con02a,0,508.8581
test-international-appghblsba-con02a,1,480.5346
test-international-appghblsba-con02a,2,569.1348
test-international-appghblsba-con03a,0,515.8803
test-international-appghblsba-con03a,1,493.9384
test-international-appghblsba-con03a,2,501.9521
test-international-appghblsba-con01a,0,522.8928
test-international-appghblsba-con01a,1,473.4736
test-international-appghblsba-con01a,2,459.3797
test-international-ehbfe-pro02a,0,569.6329
test-international-ehbfe-pro02a,1,488.3705
test-international-ehbfe-pro02a,2,507.9887
test-international-ehbfe-pro05a,0,574.5689
test-international-ehbfe-pro05a,1,485.6307
test-international-ehbfe-pro05a,2,462.6815
test-international-ehbfe-pro01a,0,568.1569
test-international-ehbfe-pro01a,1,450.9693
test-international-ehbfe-pro01a,2,470.3861
test-international-ehbfe-pro03a,0,567.2923
test-international-ehbfe-pro03a,1,459.5667
test-international-ehbfe-pro03a,2,486.7771
test-international-ehbfe-pro04a,0,499.4160
test-international-ehbfe-pro04a,1,475.9918
test-international-ehbfe-pro04a,2,501.9065
test-international-ehbfe-con02a,0,527.8383
test-international-ehbfe-con02a,1,449.7383
test-international-ehbfe-con02a,2,487.4314
test-international-ehbfe-con04a,0,577.0353
test-international-ehbfe-con04a,1,462.3271
test-international-ehbfe-con04a,2,487.1053
test-international-ehbfe-con03a,0,622.3156
test-international-ehbfe-con03a,1,462.0021
test-international-ehbfe-con03a,2,527.3566
test-international-ehbfe-con01a,0,539.4154
test-international-ehbfe-con01a,1,456.4999
test-international-ehbfe-con01a,2,536.2694
test-international-iiahwagit-pro02a,0,519.1345
test-international-iiahwagit-pro02a,1,458.8545
test-international-iiahwagit-pro02a,2,497.2373
test-international-iiahwagit-pro05a,0,562.4884
test-international-iiahwagit-pro05a,1,467.1211
test-international-iiahwagit-pro05a,2,487.4813
test-international-iiahwagit-pro01a,0,562.1601
test-international-iiahwagit-pro01a,1,434.1678
test-international-iiahwagit-pro01a,2,497.6856
test-international-iiahwagit-pro03a,0,520.9841
test-international-iiahwagit-pro03a,1,487.7975
test-international-iiahwagit-pro03a,2,463.3478
test-international-iiahwagit-pro04a,0,568.7344
test-international-iiahwagit-pro04a,1,432.5530
test-international-iiahwagit-pro04a,2,493.9793
test-international-iiahwagit-con02a,0,557.0944
test-international-iiahwagit-con02a,1,444.1087
test-international-iiahwagit-con02a,2,459.5077
test-international-iiahwagit-con04a,0,518.1295
test-international-iiahwagit-con04a,1,448.8320
test-international-iiahwagit-con04a,2,488.5553
test-international-iiahwagit-con03a,0,546.3387
test-international-iiahwagit-con03a,1,552.0866
test-international-iiahwagit-con03a,2,475.0308
test-international-iiahwagit-con01a,0,564.9722
test-international-iiahwagit-con01a,1,523.7220
test-international-iiahwagit-con01a,2,480.0963
test-international-epvhwhranet-pro02a,0,565.9802
test-international-epvhwhranet-pro02a,1,469.2824
test-international-epvhwhranet-pro02a,2,454.4349
test-international-epvhwhranet-pro01a,0,534.6122
test-international-epvhwhranet-pro01a,1,465.6075
test-international-epvhwhranet-pro01a,2,490.8492
test-international-epvhwhranet-pro03a,0,534.9272
test-international-epvhwhranet-pro03a,1,469.6772
test-international-epvhwhranet-pro03a,2,466.1710
test-international-epvhwhranet-con02a,0,513.7399
test-international-epvhwhranet-con02a,1,465.8293
test-international-epvhwhranet-con02a,2,475.6414
test-international-epvhwhranet-con04a,0,527.5480
test-international-epvhwhranet-con04a,1,537.5006
test-international-epvhwhranet-con04a,2,464.3486
test-international-epvhwhranet-con03a,0,512.0996
test-international-epvhwhranet-con03a,1,459.3078
test-international-epvhwhranet-con03a,2,544.4412
test-international-epvhwhranet-con01a,0,525.0510
test-international-epvhwhranet-con01a,1,450.9331
test-international-epvhwhranet-con01a,2,465.2955
test-international-aglhrilhb-pro02a,0,514.9874
test-international-aglhrilhb-pro02a,1,558.6520
test-international-aglhrilhb-pro02a,2,572.2649
test-international-aglhrilhb-pro01a,0,521.8306
test-international-aglhrilhb-pro01a,1,586.8165
test-international-aglhrilhb-pro01a,2,478.5758
test-international-aglhrilhb-pro03a,0,542.5081
test-international-aglhrilhb-pro03a,1,466.7111
test-international-aglhrilhb-pro03a,2,451.2395
test-international-aglhrilhb-pro04a,0,479.1681
test-international-aglhrilhb-pro04a,1,848.7737
test-international-aglhrilhb-pro04a,2,507.6563
test-international-aglhrilhb-con02a,0,486.6602
test-international-aglhrilhb-con02a,1,497.8386
test-international-aglhrilhb-con02a,2,483.7562
test-international-aglhrilhb-con03a,0,469.4538
test-international-aglhrilhb-con03a,1,471.9323
test-international-aglhrilhb-con03a,2,460.1191
test-international-aglhrilhb-con01a,0,530.6040
test-international-aglhrilhb-con01a,1,462.9404
test-international-aglhrilhb-con01a,2,461.5449
test-international-siacphbnt-pro02a,0,539.8973
test-international-siacphbnt-pro02a,1,483.8547
test-international-siacphbnt-pro02a,2,471.2222
test-international-siacphbnt-pro05a,0,470.6700
test-international-siacphbnt-pro05a,1,749.5105
test-international-siacphbnt-pro05a,2,483.2979
test-international-siacphbnt-pro01a,0,454.9509
test-international-siacphbnt-pro01a,1,504.6693
test-international-siacphbnt-pro01a,2,502.6337
test-international-siacphbnt-pro03a,0,465.3078
test-international-siacphbnt-pro03a,1,481.2604
test-international-siacphbnt-pro03a,2,477.0321
test-international-siacphbnt-pro04a,0,455.0556
test-international-siacphbnt-pro04a,1,484.9917
test-international-siacphbnt-pro04a,2,468.8610
test-international-siacphbnt-con02a,0,462.2306
test-international-siacphbnt-con02a,1,529.8304
test-international-siacphbnt-con02a,2,469.9590
test-international-siacphbnt-con04a,0,469.5266
test-international-siacphbnt-con04a,1,515.2428
test-international-siacphbnt-con04a,2,489.0091
test-international-siacphbnt-con03a,0,492.0228
test-international-siacphbnt-con03a,1,482.1645
test-international-siacphbnt-con03a,2,453.6840
test-international-siacphbnt-con01a,0,544.4970
test-international-siacphbnt-con01a,1,512.9952
test-international-siacphbnt-con01a,2,448.8521
test-international-aegmeppghw-pro02a,0,533.0766
test-international-aegmeppghw-pro02a,1,505.7077
test-international-aegmeppghw-pro02a,2,460.1098
test-international-aegmeppghw-pro01a,0,502.2825
test-international-aegmeppghw-pro01a,1,474.6385
test-international-aegmeppghw-pro01a,2,460.0296
test-international-aegmeppghw-pro03a,0,559.6667
test-international-aegmeppghw-pro03a,1,494.4052
test-international-aegmeppghw-pro03a,2,440.2393
test-international-aegmeppghw-pro04a,0,533.7381
test-international-aegmeppghw-pro04a,1,498.2069
test-international-aegmeppghw-pro04a,2,502.0165
test-international-aegmeppghw-con02a,0,488.2883
test-international-aegmeppghw-con02a,1,519.3770
test-international-aegmeppghw-con02a,2,457.1358
test-international-aegmeppghw-con05a,0,482.9405
test-international-aegmeppghw-con05a,1,527.3174
test-international-aegmeppghw-con05a,2,476.5941
test-international-aegmeppghw-con04a,0,499.2005
test-international-aegmeppghw-con04a,1,471.1771
test-international-aegmeppghw-con04a,2,448.9729
test-international-aegmeppghw-con03a,0,468.9256
test-international-aegmeppghw-con03a,1,463.8650
test-international-aegmeppghw-con03a,2,446.4491
test-international-aegmeppghw-con01a,0,499.6498
test-international-aegmeppghw-con01a,1,552.3562
test-international-aegmeppghw-con01a,2,523.1395
test-international-epglghbni-pro02a,0,476.1497
test-international-epglghbni-pro02a,1,480.3036
test-international-epglghbni-pro02a,2,482.2221
test-international-epglghbni-pro05a,0,489.7551
test-international-epglghbni-pro05a,1,464.7076
test-international-epglghbni-pro05a,2,466.6896
test-international-epglghbni-pro01a,0,483.4307
test-international-epglghbni-pro01a,1,478.6738
test-international-epglghbni-pro01a,2,466.2252
test-international-epglghbni-pro03a,0,490.4550
test-international-epglghbni-pro03a,1,473.9311
test-international-epglghbni-pro03a,2,500.4374
test-international-epglghbni-pro04a,0,526.8870
test-international-epglghbni-pro04a,1,442.0343
test-international-epglghbni-pro04a,2,476.8575
test-international-epglghbni-con02a,0,448.4684
test-international-epglghbni-con02a,1,520.4237
test-international-epglghbni-con02a,2,457.4198
test-international-epglghbni-con03a,0,462.8433
test-international-epglghbni-con03a,1,557.0822
test-international-epglghbni-con03a,2,496.0798
test-international-epglghbni-con01a,0,584.0145
test-international-epglghbni-con01a,1,522.8062
test-international-epglghbni-con01a,2,494.0229
test-international-glilpdwhsn-pro02a,0,563.6019
test-international-glilpdwhsn-pro02a,1,508.6836
test-international-glilpdwhsn-pro02a,2,437.6691
test-international-glilpdwhsn-pro01a,0,466.1100
test-international-glilpdwhsn-pro01a,1,489.4463
test-international-glilpdwhsn-pro01a,2,456.7874
test-international-glilpdwhsn-pro03a,0,494.9691
test-international-glilpdwhsn-pro03a,1,485.9892
test-international-glilpdwhsn-pro03a,2,484.7898
test-international-glilpdwhsn-con02a,0,494.8011
test-international-glilpdwhsn-con02a,1,553.1776
test-international-glilpdwhsn-con02a,2,459.7835
test-international-glilpdwhsn-con04a,0,490.8273
test-international-glilpdwhsn-con04a,1,504.8057
test-international-glilpdwhsn-con04a,2,461.3465
test-international-glilpdwhsn-con03a,0,500.4797
test-international-glilpdwhsn-con03a,1,557.9193
test-international-glilpdwhsn-con03a,2,462.7605
test-international-glilpdwhsn-con01a,0,489.9398
test-international-glilpdwhsn-con01a,1,476.0812
test-international-glilpdwhsn-con01a,2,459.9979
test-international-sepiahbaaw-pro02a,0,533.1316
test-international-sepiahbaaw-pro02a,1,492.8161
test-international-sepiahbaaw-pro02a,2,472.4508
test-international-sepiahbaaw-pro01a,0,483.1650
test-international-sepiahbaaw-pro01a,1,467.6804
test-international-sepiahbaaw-pro01a,2,525.4101
test-international-sepiahbaaw-pro03a,0,540.2062
test-international-sepiahbaaw-pro03a,1,505.6955
test-international-sepiahbaaw-pro03a,2,514.2084
test-international-sepiahbaaw-pro04a,0,461.5957
test-international-sepiahbaaw-pro04a,1,506.5052
test-international-sepiahbaaw-pro04a,2,468.3642
test-international-sepiahbaaw-con02a,0,511.7271
test-international-sepiahbaaw-con02a,1,509.0072
test-international-sepiahbaaw-con02a,2,492.2257
test-international-sepiahbaaw-con03a,0,478.0167
test-international-sepiahbaaw-con03a,1,504.4321
test-international-sepiahbaaw-con03a,2,468.9944
test-international-sepiahbaaw-con01a,0,505.2915
test-international-sepiahbaaw-con01a,1,488.6215
test-international-sepiahbaaw-con01a,2,491.4182
test-international-atiahblit-pro02a,0,518.0862
test-international-atiahblit-pro02a,1,510.5158
test-international-atiahblit-pro02a,2,493.7928
test-international-atiahblit-pro01a,0,1534.0523
test-international-atiahblit-pro01a,1,462.2616
test-international-atiahblit-pro01a,2,462.2533
test-international-atiahblit-pro03a,0,712.7816
test-international-atiahblit-pro03a,1,488.2133
test-international-atiahblit-pro03a,2,495.1491
test-international-atiahblit-pro04a,0,472.1973
test-international-atiahblit-pro04a,1,525.2420
test-international-atiahblit-pro04a,2,477.8009
test-international-atiahblit-con02a,0,518.4810
test-international-atiahblit-con02a,1,534.8227
test-international-atiahblit-con02a,2,445.5133
test-international-atiahblit-con04a,0,517.6379
test-international-atiahblit-con04a,1,586.1218
test-international-atiahblit-con04a,2,456.8166
test-international-atiahblit-con03a,0,503.1210
test-international-atiahblit-con03a,1,516.5523
test-international-atiahblit-con03a,2,493.2016
test-international-atiahblit-con01a,0,504.9620
test-international-atiahblit-con01a,1,550.5276
test-international-atiahblit-con01a,2,467.1513
test-international-iwiaghbss-pro02a,0,510.6999
test-international-iwiaghbss-pro02a,1,519.5950
test-international-iwiaghbss-pro02a,2,465.5467
test-international-iwiaghbss-pro01a,0,502.1396
test-international-iwiaghbss-pro01a,1,574.3543
test-international-iwiaghbss-pro01a,2,476.8327
test-international-iwiaghbss-pro03a,0,514.0867
test-international-iwiaghbss-pro03a,1,536.5050
test-international-iwiaghbss-pro03a,2,469.8008
test-international-iwiaghbss-pro04a,0,507.1689
test-international-iwiaghbss-pro04a,1,550.9551
test-international-iwiaghbss-pro04a,2,462.7941
test-international-iwiaghbss-con02a,0,517.2259
test-international-iwiaghbss-con02a,1,534.3533
test-international-iwiaghbss-con02a,2,468.5101
test-international-iwiaghbss-con03a,0,462.8399
test-international-iwiaghbss-con03a,1,515.1853
test-international-iwiaghbss-con03a,2,453.3562
test-international-iwiaghbss-con01a,0,485.6066
test-international-iwiaghbss-con01a,1,467.9029
test-international-iwiaghbss-con01a,2,478.3034
test-international-segiahbarr-pro02a,0,500.0842
test-international-segiahbarr-pro02a,1,517.5693
test-international-segiahbarr-pro02a,2,479.3200
test-international-segiahbarr-pro01a,0,482.2910
test-international-segiahbarr-pro01a,1,525.9370
test-international-segiahbarr-pro01a,2,504.1635
test-international-segiahbarr-pro03a,0,792.5609
test-international-segiahbarr-pro03a,1,538.0900
test-international-segiahbarr-pro03a,2,451.8294
test-international-segiahbarr-pro04a,0,504.4366
test-international-segiahbarr-pro04a,1,537.6439
test-international-segiahbarr-pro04a,2,460.9753
test-international-segiahbarr-con02a,0,502.7926
test-international-segiahbarr-con02a,1,532.2189
test-international-segiahbarr-con02a,2,441.7288
test-international-segiahbarr-con04a,0,537.4776
test-international-segiahbarr-con04a,1,517.1241
test-international-segiahbarr-con04a,2,448.0455
test-international-segiahbarr-con03a,0,515.4548
test-international-segiahbarr-con03a,1,533.0950
test-international-segiahbarr-con03a,2,462.1123
test-international-segiahbarr-con01a,0,523.6353
test-international-segiahbarr-con01a,1,459.2834
test-international-segiahbarr-con01a,2,463.4117
test-international-aahwstdrtfm-pro02a,0,523.8529
test-international-aahwstdrtfm-pro02a,1,555.7369
test-international-aahwstdrtfm-pro02a,2,493.6754
test-international-aahwstdrtfm-pro01a,0,495.3653
test-international-aahwstdrtfm-pro01a,1,505.6130
test-international-aahwstdrtfm-pro01a,2,490.3372
test-international-aahwstdrtfm-pro03a,0,481.1286
test-international-aahwstdrtfm-pro03a,1,605.5975
test-international-aahwstdrtfm-pro03a,2,491.6331
test-international-aahwstdrtfm-pro04a,0,467.4735
test-international-aahwstdrtfm-pro04a,1,493.3715
test-international-aahwstdrtfm-pro04a,2,460.7723
test-international-aahwstdrtfm-con02a,0,511.9351
test-international-aahwstdrtfm-con02a,1,506.4826
test-international-aahwstdrtfm-con02a,2,478.2888
test-international-aahwstdrtfm-con03a,0,498.6447
test-international-aahwstdrtfm-con03a,1,463.1702
test-international-aahwstdrtfm-con03a,2,474.0163
test-international-aahwstdrtfm-con01a,0,461.7544
test-international-aahwstdrtfm-con01a,1,511.2954
test-international-aahwstdrtfm-con01a,2,483.9837
test-international-ipecfiepg-pro02a,0,482.4872
test-international-ipecfiepg-pro02a,1,533.2932
